Date,EUR
2014. january 7.,300.45
2014. january 8.,300.21
2014. january 9.,300.25
2014. january 10.,299.56
2014. january 13.,298.78
2014. january 14.,299.78
2014. january 15.,299.96
2014. january 16.,300.76
2014. january 17.,300.4
2014. january 20.,301.55
2014. january 21.,302.97
2014. january 22.,302.39
2014. january 23.,303.46
2014. january 24.,305.58
2014. january 27.,306.29
2014. january 28.,304.08
2014. january 29.,306.18
2014. january 30.,312.41
2014. january 31.,311.15
2014. february 3.,311.5
2014. february 4.,310.51
2014. february 5.,307.19
2014. february 6.,307.8
2014. february 7.,308.46
2014. february 10.,310.03
2014. february 11.,309.77
2014. february 12.,308.31
2014. february 13.,312.13
2014. february 14.,308.92
2014. february 17.,309.19
2014. february 18.,308.66
2014. february 19.,312.55
2014. february 20.,313.53
2014. february 21.,311.44
2014. february 24.,310.58
2014. february 25.,310.45
2014. february 26.,309.16
2014. february 27.,311.56
2014. february 28.,310.3
2014. march 3.,313.24
2014. march 4.,311.9
2014. march 5.,309.92
2014. march 6.,309.06
2014. march 7.,309.69
2014. march 10.,311.72
2014. march 11.,313.1
2014. march 12.,313.97
2014. march 13.,312.25
2014. march 14.,313.51
2014. march 17.,312.24
2014. march 18.,312.54
2014. march 19.,310.55
2014. march 20.,311.75
2014. march 21.,312.13
2014. march 24.,313.01
2014. march 25.,312.05
2014. march 26.,312.05
2014. march 27.,312.49
2014. march 28.,309.48
2014. march 31.,307.06
2014. april 1.,307.51
2014. april 2.,307.37
2014. april 3.,308.18
2014. april 4.,306.87
2014. april 7.,306.55
2014. april 8.,305.18
2014. april 9.,304.4
2014. april 10.,305.38
2014. april 11.,305.95
2014. april 14.,307.62
2014. april 15.,307.44
2014. april 16.,307.89
2014. april 17.,307.91
2014. april 18.,306.76
2014. april 22.,306.94
2014. april 23.,307.24
2014. april 24.,308.44
2014. april 25.,309.52
2014. april 28.,309.7
2014. april 29.,309.38
2014. april 30.,307.78
2014. may 5.,307.58
2014. may 6.,307.61
2014. may 7.,306.88
2014. may 8.,303.96
2014. may 9.,303.63
2014. may 12.,303.55
2014. may 13.,303.72
2014. may 14.,303.58
2014. may 15.,302.84
2014. may 16.,305.31
2014. may 19.,304.88
2014. may 20.,305.15
2014. may 21.,304.75
2014. may 22.,303.63
2014. may 23.,303.04
2014. may 26.,302.63
2014. may 27.,303.75
2014. may 28.,304.22
2014. may 29.,302.96
2014. may 30.,302.71
2014. june 2.,302.79
2014. june 3.,303.95
2014. june 4.,305.95
2014. june 5.,304.85
2014. june 6.,303.59
2014. june 10.,304.12
2014. june 11.,305.45
2014. june 12.,306.15
2014. june 13.,307.06
2014. june 16.,307.48
2014. june 17.,307.7
2014. june 18.,307.65
2014. june 19.,305.78
2014. june 20.,305.99
2014. june 23.,305.84
2014. june 24.,305.7
2014. june 25.,306.12
2014. june 26.,307.06
2014. june 27.,308.48
2014. june 30.,310.19
2014. july 1.,309.83
2014. july 2.,311.17
2014. july 3.,312.04
2014. july 4.,310.71
2014. july 7.,310.62
2014. july 8.,309.57
2014. july 9.,309.3
2014. july 10.,310.29
2014. july 11.,310.27
2014. july 14.,309.78
2014. july 15.,309.43
2014. july 16.,309.12
2014. july 17.,309.45
2014. july 18.,310.38
2014. july 21.,309.49
2014. july 22.,309.3
2014. july 23.,307.23
2014. july 24.,308.04
2014. july 25.,308.35
2014. july 28.,308.54
2014. july 29.,310.19
2014. july 30.,310.73
2014. july 31.,312.01
2014. august 1.,314.07
2014. august 4.,313.08
2014. august 5.,312.92
2014. august 6.,315.65
2014. august 7.,315.9
2014. august 8.,315.23
2014. august 11.,313.77
2014. august 12.,313.6
2014. august 13.,313.81
2014. august 14.,313.56
2014. august 15.,312.14
2014. august 18.,314.24
2014. august 19.,313.84
2014. august 21.,314.22
2014. august 22.,313.96
2014. august 25.,313.08
2014. august 26.,313.25
2014. august 27.,312.85
2014. august 28.,313.4
2014. august 29.,315.28
2014. september 1.,314.51
2014. september 2.,314.65
2014. september 3.,314.5
2014. september 4.,313.65
2014. september 5.,313.5
2014. september 8.,314.02
2014. september 9.,316.44
2014. september 10.,316.61
2014. september 11.,314.67
2014. september 12.,315.01
2014. september 15.,314.93
2014. september 16.,314.43
2014. september 17.,313.96
2014. september 18.,312.27
2014. september 19.,311.23
2014. september 22.,312.06
2014. september 23.,310.55
2014. september 24.,310.39
2014. september 25.,310.24
2014. september 26.,311.44
2014. september 29.,312.79
2014. september 30.,310.36
2014. october 1.,310.45
2014. october 2.,309.68
2014. october 3.,309.37
2014. october 6.,308.9
2014. october 7.,307.15
2014. october 8.,307.86
2014. october 9.,306.03
2014. october 10.,306.57
2014. october 13.,305.45
2014. october 14.,306.44
2014. october 15.,306.09
2014. october 16.,308.53
2014. october 17.,307.36
2014. october 20.,306.66
2014. october 21.,307.39
2014. october 22.,306.32
2014. october 27.,308.77
2014. october 28.,309.05
2014. october 29.,308.9
2014. october 30.,309.6
2014. october 31.,307.19
2014. november 3.,308.25
2014. november 4.,309.08
2014. november 5.,309.19
2014. november 6.,310.15
2014. november 7.,308.97
2014. november 10.,309
2014. november 11.,307.42
2014. november 12.,307.67
2014. november 13.,305.95
2014. november 14.,305.95
2014. november 17.,305.85
2014. november 18.,305.85
2014. november 19.,305.14
2014. november 20.,304.77
2014. november 21.,304.32
2014. november 24.,304.56
2014. november 25.,306.03
2014. november 26.,306.01
2014. november 27.,307.15
2014. november 28.,307.45
2014. december 1.,306.66
2014. december 2.,306.4
2014. december 3.,306.82
2014. december 4.,306.88
2014. december 5.,307.05
2014. december 8.,306.51
2014. december 9.,305.5
2014. december 10.,307.05
2014. december 11.,307.7
2014. december 12.,309.05
2014. december 15.,307.86
2014. december 16.,312.6
2014. december 17.,313.07
2014. december 18.,314.28
2014. december 19.,314.55
2014. december 22.,316.31
2014. december 23.,313.87
2014. december 29.,315.34
2014. december 30.,315.28
2014. december 31.,314.89
2015. january 5.,319.14
2015. january 6.,319.32
2015. january 7.,319.68
2015. january 8.,317.6
2015. january 9.,317.8
2015. january 12.,317.95
2015. january 13.,317.79
2015. january 14.,319.85
2015. january 15.,321.34
2015. january 16.,321.16
2015. january 19.,318.2
2015. january 20.,318.66
2015. january 21.,315.78
2015. january 22.,315.54
2015. january 23.,311.4
2015. january 26.,311.66
2015. january 27.,312.61
2015. january 28.,311.33
2015. january 29.,312.06
2015. january 30.,311.03
2015. february 2.,311.26
2015. february 3.,309.85
2015. february 4.,309.03
2015. february 5.,308.6
2015. february 6.,306.36
2015. february 9.,307.05
2015. february 10.,309.47
2015. february 11.,308.89
2015. february 12.,307.87
2015. february 13.,306.13
2015. february 16.,306.88
2015. february 17.,307.87
2015. february 18.,307.95
2015. february 19.,305.75
2015. february 20.,304.98
2015. february 23.,305.69
2015. february 24.,305.78
2015. february 25.,305.5
2015. february 26.,303.4
2015. february 27.,302.93
2015. march 2.,303.48
2015. march 3.,304.61
2015. march 4.,307.02
2015. march 5.,305.27
2015. march 6.,304.1
2015. march 9.,304.91
2015. march 10.,306.15
2015. march 11.,305.48
2015. march 12.,303.22
2015. march 13.,305.2
2015. march 16.,304.7
2015. march 17.,303.91
2015. march 18.,303.77
2015. march 19.,302.06
2015. march 20.,303.37
2015. march 23.,304.04
2015. march 24.,303.5
2015. march 25.,299.28
2015. march 26.,299.85
2015. march 27.,300.54
2015. march 30.,299.82
2015. march 31.,299.14
2015. april 1.,299.08
2015. april 2.,298.76
2015. april 3.,299.76
2015. april 7.,299.32
2015. april 8.,297.43
2015. april 9.,297.33
2015. april 10.,298.04
2015. april 13.,297.12
2015. april 14.,296.36
2015. april 15.,296.1
2015. april 16.,300.25
2015. april 17.,302.15
2015. april 20.,301.2
2015. april 21.,297.95
2015. april 22.,300.21
2015. april 23.,301.86
2015. april 24.,300.85
2015. april 27.,302.35
2015. april 28.,301.35
2015. april 29.,301.6
2015. april 30.,303.06
2015. may 4.,303.65
2015. may 5.,301.5
2015. may 6.,304.68
2015. may 7.,306.79
2015. may 8.,303.3
2015. may 11.,304.62
2015. may 12.,307.11
2015. may 13.,305.44
2015. may 14.,307.9
2015. may 15.,306.56
2015. may 18.,306.19
2015. may 19.,306.1
2015. may 20.,306.94
2015. may 21.,306.51
2015. may 22.,307.09
2015. may 26.,308.52
2015. may 27.,309.12
2015. may 28.,309.15
2015. may 29.,309.4
2015. june 1.,309.69
2015. june 2.,309.43
2015. june 3.,312
2015. june 4.,313.79
2015. june 5.,311.63
2015. june 8.,313.72
2015. june 9.,312.7
2015. june 10.,312.88
2015. june 11.,312.8
2015. june 12.,311.65
2015. june 15.,312.89
2015. june 16.,312.95
2015. june 17.,312.17
2015. june 18.,310.79
2015. june 19.,312.92
2015. june 22.,311.64
2015. june 23.,309.13
2015. june 24.,310.26
2015. june 25.,312.02
2015. june 26.,312.57
2015. june 29.,313.57
2015. june 30.,315.04
2015. july 1.,314.61
2015. july 2.,314.21
2015. july 3.,314.41
2015. july 6.,315.55
2015. july 7.,315.8
2015. july 8.,317.55
2015. july 9.,316.8
2015. july 10.,312.38
2015. july 13.,310.21
2015. july 14.,311.5
2015. july 15.,310.83
2015. july 16.,308.93
2015. july 17.,308.72
2015. july 20.,309.33
2015. july 21.,309.21
2015. july 22.,308.23
2015. july 23.,308.79
2015. july 24.,310.1
2015. july 27.,311.67
2015. july 28.,309.75
2015. july 29.,309.5
2015. july 30.,308.45
2015. july 31.,309.11
2015. august 3.,307.56
2015. august 4.,308.13
2015. august 5.,309.6
2015. august 6.,310.45
2015. august 7.,310.45
2015. august 10.,310.94
2015. august 11.,311.94
2015. august 12.,312.54
2015. august 13.,310.96
2015. august 14.,310
2015. august 17.,310.46
2015. august 18.,308.91
2015. august 19.,309.2
2015. august 24.,314.57
2015. august 25.,312.79
2015. august 26.,314.95
2015. august 27.,313.76
2015. august 28.,314.94
2015. august 31.,314.49
2015. september 1.,314.54
2015. september 2.,314.85
2015. september 3.,314.41
2015. september 4.,313.43
2015. september 7.,314.24
2015. september 8.,314.34
2015. september 9.,313.18
2015. september 10.,314.48
2015. september 11.,315.34
2015. september 14.,313.45
2015. september 15.,312.88
2015. september 16.,311.8
2015. september 17.,312
2015. september 18.,309.84
2015. september 21.,310.14
2015. september 22.,310.2
2015. september 23.,310.02
2015. september 24.,312.84
2015. september 25.,313.81
2015. september 28.,314.96
2015. september 29.,314.46
2015. september 30.,313.32
2015. october 1.,313.21
2015. october 2.,312.98
2015. october 5.,311.92
2015. october 6.,312.33
2015. october 7.,311.56
2015. october 8.,312.79
2015. october 9.,311.08
2015. october 12.,310.95
2015. october 13.,311.3
2015. october 14.,311.28
2015. october 15.,310.15
2015. october 16.,309.19
2015. october 19.,309.26
2015. october 20.,310.61
2015. october 21.,311.35
2015. october 22.,311.58
2015. october 26.,310.75
2015. october 27.,311.89
2015. october 28.,311.95
2015. october 29.,311.05
2015. october 30.,309.77
2015. november 2.,311.4
2015. november 3.,313.57
2015. november 4.,314.5
2015. november 5.,314.27
2015. november 6.,314.13
2015. november 9.,315.05
2015. november 10.,313.4
2015. november 11.,311.96
2015. november 12.,312.05
2015. november 13.,312.26
2015. november 16.,311.83
2015. november 17.,312.1
2015. november 18.,311.09
2015. november 19.,309.95
2015. november 20.,309.62
2015. november 23.,310.57
2015. november 24.,311.99
2015. november 25.,312.09
2015. november 26.,312.49
2015. november 27.,311.81
2015. november 30.,311.45
2015. december 1.,310.54
2015. december 2.,312
2015. december 3.,310.13
2015. december 4.,312.93
2015. december 7.,312.14
2015. december 8.,313.35
2015. december 9.,314.26
2015. december 10.,316.66
2015. december 11.,317.63
2015. december 14.,316.15
2015. december 15.,317.1
2015. december 16.,315.55
2015. december 17.,315.59
2015. december 18.,315.5
2015. december 21.,314.21
2015. december 22.,314.32
2015. december 23.,314.13
2015. december 28.,314.59
2015. december 29.,314.11
2015. december 30.,312.93
2015. december 31.,313.12
2016. january 4.,315.68
2016. january 5.,315.37
2016. january 6.,314.94
2016. january 7.,315.7
2016. january 8.,315.24
2016. january 11.,316.17
2016. january 12.,317.97
2016. january 13.,315.51
2016. january 14.,316.08
2016. january 15.,315.14
2016. january 18.,315.7
2016. january 19.,315.03
2016. january 20.,315.32
2016. january 21.,314.57
2016. january 22.,312.92
2016. january 25.,312.4
2016. january 26.,312.65
2016. january 27.,313.92
2016. january 28.,313.23
2016. january 29.,312.42
2016. february 1.,310.93
2016. february 2.,311.4
2016. february 3.,310.95
2016. february 4.,309.71
2016. february 5.,309.66
2016. february 8.,310.25
2016. february 9.,311.4
2016. february 10.,311.17
2016. february 11.,311.83
2016. february 12.,309.58
2016. february 15.,309.07
2016. february 16.,310.2
2016. february 17.,310.35
2016. february 18.,309.85
2016. february 19.,309.5
2016. february 22.,308.29
2016. february 23.,307.31
2016. february 24.,310.01
2016. february 25.,310.04
2016. february 26.,310.45
2016. february 29.,310.75
2016. march 1.,309.16
2016. march 2.,309.8
2016. march 3.,308.95
2016. march 4.,309.81
2016. march 7.,308.8
2016. march 8.,310.98
2016. march 9.,310.5
2016. march 10.,310.13
2016. march 11.,310.55
2016. march 16.,311.17
2016. march 17.,310.78
2016. march 18.,310.82
2016. march 21.,310.21
2016. march 22.,311
2016. march 23.,312.91
2016. march 24.,313.91
2016. march 25.,313.46
2016. march 29.,313.71
2016. march 30.,313.55
2016. march 31.,314.16
2016. april 1.,313.53
2016. april 4.,312.71
2016. april 5.,312.9
2016. april 6.,312.45
2016. april 7.,311.84
2016. april 8.,312.67
2016. april 11.,312.11
2016. april 12.,311.94
2016. april 13.,311.22
2016. april 14.,311.14
2016. april 15.,311.32
2016. april 18.,310.6
2016. april 19.,310.35
2016. april 20.,309.83
2016. april 21.,309.74
2016. april 22.,310.2
2016. april 25.,310.7
2016. april 26.,312.18
2016. april 27.,312.01
2016. april 28.,311.13
2016. april 29.,311.76
2016. may 2.,311.55
2016. may 3.,311.3
2016. may 4.,312.85
2016. may 5.,312.65
2016. may 6.,312.94
2016. may 9.,314.47
2016. may 10.,315.56
2016. may 11.,315.07
2016. may 12.,315.35
2016. may 13.,315.49
2016. may 17.,314.81
2016. may 18.,315.6
2016. may 19.,316.07
2016. may 20.,316.52
2016. may 23.,316.15
2016. may 24.,316.55
2016. may 25.,314.7
2016. may 26.,313.95
2016. may 27.,314.15
2016. may 30.,314.18
2016. may 31.,314.2
2016. june 1.,313.77
2016. june 2.,313.56
2016. june 3.,312.57
2016. june 6.,311.7
2016. june 7.,311.26
2016. june 8.,310.57
2016. june 9.,311.7
2016. june 10.,311.61
2016. june 13.,312.3
2016. june 14.,313.78
2016. june 15.,313.77
2016. june 16.,314.87
2016. june 17.,314.51
2016. june 20.,312.46
2016. june 21.,313.27
2016. june 22.,314.73
2016. june 23.,314.59
2016. june 24.,317.27
2016. june 27.,317.36
2016. june 28.,317.24
2016. june 29.,317.03
2016. june 30.,316.16
2016. july 1.,316.45
2016. july 4.,316.75
2016. july 5.,317.09
2016. july 6.,316.71
2016. july 7.,316.45
2016. july 8.,314.91
2016. july 11.,313.75
2016. july 12.,313.27
2016. july 13.,313.78
2016. july 14.,313.65
2016. july 15.,314.7
2016. july 18.,315.23
2016. july 19.,314.85
2016. july 20.,314.55
2016. july 21.,314.55
2016. july 22.,313.66
2016. july 25.,312.7
2016. july 26.,313
2016. july 27.,313.35
2016. july 28.,312.98
2016. july 29.,312.38
2016. august 1.,311.83
2016. august 2.,311.74
2016. august 3.,311.2
2016. august 4.,311.03
2016. august 5.,311.4
2016. august 8.,310.92
2016. august 9.,310.5
2016. august 10.,310.38
2016. august 11.,310.25
2016. august 12.,310.14
2016. august 15.,309.62
2016. august 16.,309.94
2016. august 17.,310.41
2016. august 18.,310.47
2016. august 19.,310.55
2016. august 22.,310.24
2016. august 23.,310.61
2016. august 24.,309.83
2016. august 25.,309.7
2016. august 26.,309.32
2016. august 29.,309.26
2016. august 30.,308.97
2016. august 31.,309.92
2016. september 1.,310.17
2016. september 2.,310.28
2016. september 5.,309.16
2016. september 6.,309.85
2016. september 7.,309.35
2016. september 8.,308.52
2016. september 9.,308.7
2016. september 12.,310.56
2016. september 13.,309.99
2016. september 14.,309.75
2016. september 15.,310.26
2016. september 16.,309.63
2016. september 19.,307.73
2016. september 20.,308.73
2016. september 21.,308.57
2016. september 22.,307.3
2016. september 23.,306.25
2016. september 26.,306.56
2016. september 27.,306.82
2016. september 28.,307.75
2016. september 29.,307.95
2016. september 30.,309.15
2016. october 3.,308.4
2016. october 4.,307.83
2016. october 5.,306.34
2016. october 6.,305.1
2016. october 7.,304.28
2016. october 10.,304.3
2016. october 11.,304.32
2016. october 12.,305.19
2016. october 13.,306.37
2016. october 14.,305.52
2016. october 17.,306.56
2016. october 18.,306.74
2016. october 19.,306.45
2016. october 20.,307.06
2016. october 21.,307.85
2016. october 24.,308.15
2016. october 25.,307.91
2016. october 26.,309.15
2016. october 27.,309.75
2016. october 28.,309.2
2016. november 2.,308.38
2016. november 3.,308.05
2016. november 4.,306.81
2016. november 7.,306.13
2016. november 8.,306.15
2016. november 9.,305.42
2016. november 10.,306.5
2016. november 11.,309.04
2016. november 14.,309.33
2016. november 15.,309.95
2016. november 16.,310.53
2016. november 17.,309.85
2016. november 18.,310.13
2016. november 21.,309.18
2016. november 22.,308.21
2016. november 23.,308.98
2016. november 24.,310.4
2016. november 25.,309.65
2016. november 28.,310.14
2016. november 29.,311.16
2016. november 30.,310.99
2016. december 1.,313.11
2016. december 2.,314.32
2016. december 5.,313.64
2016. december 6.,314.23
2016. december 7.,312.71
2016. december 8.,313.6
2016. december 9.,314.4
2016. december 12.,314.1
2016. december 13.,314.33
2016. december 14.,314.5
2016. december 15.,313.75
2016. december 16.,312.43
2016. december 19.,312.03
2016. december 20.,311.25
2016. december 21.,310.36
2016. december 22.,310.17
2016. december 23.,310.12
2016. december 27.,308.99
2016. december 28.,308.96
2016. december 29.,309.33
2016. december 30.,311.02
2017. january 2.,309.4
2017. january 3.,309.33
2017. january 4.,308.89
2017. january 5.,308.78
2017. january 6.,307.16
2017. january 9.,308.07
2017. january 10.,308.68
2017. january 11.,309.32
2017. january 12.,307.71
2017. january 13.,307.34
2017. january 16.,307.34
2017. january 17.,307.75
2017. january 18.,307.95
2017. january 19.,308.09
2017. january 20.,308.48
2017. january 23.,309.67
2017. january 24.,310.15
2017. january 25.,310.18
2017. january 26.,310.68
2017. january 27.,311.8
2017. january 30.,311.4
2017. january 31.,311
2017. february 1.,310.54
2017. february 2.,308.6
2017. february 3.,309.21
2017. february 6.,309.15
2017. february 7.,309.74
2017. february 8.,309.3
2017. february 9.,308.74
2017. february 10.,308.4
2017. february 13.,308.45
2017. february 14.,308.42
2017. february 15.,308.4
2017. february 16.,308.05
2017. february 17.,307.85
2017. february 20.,308.25
2017. february 21.,307.63
2017. february 22.,307.25
2017. february 23.,307.96
2017. february 24.,308.58
2017. february 27.,308.04
2017. february 28.,307.71
2017. march 1.,307.71
2017. march 2.,308.18
2017. march 3.,309.89
2017. march 6.,309.63
2017. march 7.,309.57
2017. march 8.,310.02
2017. march 9.,310.55
2017. march 10.,311.92
2017. march 13.,312.36
2017. march 14.,312.18
2017. march 16.,309.99
2017. march 17.,309.55
2017. march 20.,308.75
2017. march 21.,308.65
2017. march 22.,308.6
2017. march 23.,308.96
2017. march 24.,309.4
2017. march 27.,309.91
2017. march 28.,309.42
2017. march 29.,309.9
2017. march 30.,310.03
2017. march 31.,308.7
2017. april 3.,309.19
2017. april 4.,309.06
2017. april 5.,309.7
2017. april 6.,310.33
2017. april 7.,310.31
2017. april 10.,310.59
2017. april 11.,311.53
2017. april 12.,311.51
2017. april 13.,312.3
2017. april 18.,312.92
2017. april 19.,313.11
2017. april 20.,313.09
2017. april 21.,313.64
2017. april 24.,311.78
2017. april 25.,311.75
2017. april 26.,311.82
2017. april 27.,312.66
2017. april 28.,311.55
2017. may 2.,312.15
2017. may 3.,312.18
2017. may 4.,312.25
2017. may 5.,312.16
2017. may 8.,311.9
2017. may 9.,311.83
2017. may 10.,311.2
2017. may 11.,310.58
2017. may 12.,310.31
2017. may 15.,309.64
2017. may 16.,308.81
2017. may 17.,309.97
2017. may 18.,309.99
2017. may 19.,309.15
2017. may 22.,308.55
2017. may 23.,308.83
2017. may 24.,309.05
2017. may 25.,308.06
2017. may 26.,307.33
2017. may 29.,307.98
2017. may 30.,308.02
2017. may 31.,307.78
2017. june 1.,307.56
2017. june 2.,308.26
2017. june 6.,307.57
2017. june 7.,308.54
2017. june 8.,308.31
2017. june 9.,307.82
2017. june 12.,307.65
2017. june 13.,307.09
2017. june 14.,306.47
2017. june 15.,306.74
2017. june 16.,307.76
2017. june 19.,307.37
2017. june 20.,308.05
2017. june 21.,309.5
2017. june 22.,309.17
2017. june 23.,309.21
2017. june 26.,309.31
2017. june 27.,309.13
2017. june 28.,309.9
2017. june 29.,310.05
2017. june 30.,308.87
2017. july 3.,308.86
2017. july 4.,308.25
2017. july 5.,308.05
2017. july 6.,308.92
2017. july 7.,308.32
2017. july 10.,307.89
2017. july 11.,308.2
2017. july 12.,307.63
2017. july 13.,307.38
2017. july 14.,306.53
2017. july 17.,306.07
2017. july 18.,306.65
2017. july 19.,306.34
2017. july 20.,306.09
2017. july 21.,305.51
2017. july 24.,305.15
2017. july 25.,305.38
2017. july 26.,305.79
2017. july 27.,305.31
2017. july 28.,305.37
2017. july 31.,304.82
2017. august 1.,303.3
2017. august 2.,303.49
2017. august 3.,303.52
2017. august 4.,303.93
2017. august 7.,304.19
2017. august 8.,304.39
2017. august 9.,304.84
2017. august 10.,305.33
2017. august 11.,305.91
2017. august 14.,304.25
2017. august 15.,304.4
2017. august 16.,303.87
2017. august 17.,304.05
2017. august 18.,303.87
2017. august 21.,303.57
2017. august 22.,303.84
2017. august 23.,303.4
2017. august 24.,302.84
2017. august 25.,304.25
2017. august 28.,304.12
2017. august 29.,304.87
2017. august 30.,305.81
2017. august 31.,306.14
2017. september 1.,305.12
2017. september 4.,306
2017. september 5.,306.21
2017. september 6.,306.47
2017. september 7.,306.02
2017. september 8.,306
2017. september 11.,306.45
2017. september 12.,306.76
2017. september 13.,307.64
2017. september 14.,308.35
2017. september 15.,308.84
2017. september 18.,309.53
2017. september 19.,309.3
2017. september 20.,308.42
2017. september 21.,310.09
2017. september 22.,309.84
2017. september 25.,310.23
2017. september 26.,311
2017. september 27.,311.85
2017. september 28.,311.05
2017. september 29.,311.23
2017. october 2.,311.15
2017. october 3.,311.69
2017. october 4.,311.2
2017. october 5.,311.35
2017. october 6.,311.62
2017. october 9.,312.38
2017. october 10.,310.94
2017. october 11.,309.94
2017. october 12.,309.26
2017. october 13.,308.34
2017. october 16.,308.06
2017. october 17.,307.84
2017. october 18.,308.15
2017. october 19.,308.46
2017. october 20.,308.03
2017. october 24.,308.45
2017. october 25.,310.35
2017. october 26.,310.74
2017. october 27.,311.2
2017. october 30.,310.16
2017. october 31.,311.42
2017. november 2.,310.71
2017. november 3.,311.05
2017. november 6.,311.03
2017. november 7.,311.08
2017. november 8.,311.81
2017. november 9.,312.34
2017. november 10.,312.11
2017. november 13.,311.99
2017. november 14.,311.64
2017. november 15.,311.86
2017. november 16.,312
2017. november 17.,312.11
2017. november 20.,312.32
2017. november 21.,312.6
2017. november 22.,313.36
2017. november 23.,313.26
2017. november 24.,312.05
2017. november 27.,310.95
2017. november 28.,311.36
2017. november 29.,311.3
2017. november 30.,312.68
2017. december 1.,313.75
2017. december 4.,313.3
2017. december 5.,313.84
2017. december 6.,314.5
2017. december 7.,314.58
2017. december 8.,314.62
2017. december 11.,314.32
2017. december 12.,314.22
2017. december 13.,314.46
2017. december 14.,314.2
2017. december 15.,314.01
2017. december 18.,313.99
2017. december 19.,313.15
2017. december 20.,313.22
2017. december 21.,312.88
2017. december 22.,311.86
2017. december 27.,311.06
2017. december 28.,310.45
2017. december 29.,310.14
2018. january 2.,309.57
2018. january 3.,309.42
2018. january 4.,308.57
2018. january 5.,308.33
2018. january 8.,308.96
2018. january 9.,309.31
2018. january 10.,309.69
2018. january 11.,309.06
2018. january 12.,308.62
2018. january 15.,309.25
2018. january 16.,309.06
2018. january 17.,309.05
2018. january 18.,308.34
2018. january 19.,309.28
2018. january 22.,309.49
2018. january 23.,309.91
2018. january 24.,309.09
2018. january 25.,309.34
2018. january 26.,309.8
2018. january 29.,309.38
2018. january 30.,310.11
2018. january 31.,310.6
2018. february 1.,310.09
2018. february 2.,309.38
2018. february 5.,309.92
2018. february 6.,310.16
2018. february 7.,309.99
2018. february 8.,311.1
2018. february 9.,312.14
2018. february 12.,312.05
2018. february 13.,311.9
2018. february 14.,312.27
2018. february 15.,311.6
2018. february 16.,311.16
2018. february 19.,311.34
2018. february 20.,311.86
2018. february 21.,312.09
2018. february 22.,312.38
2018. february 23.,312.99
2018. february 26.,313.2
2018. february 27.,313.55
2018. february 28.,314.28
2018. march 1.,313.8
2018. march 2.,313.79
2018. march 5.,313.62
2018. march 6.,313.85
2018. march 7.,312.8
2018. march 8.,311.75
2018. march 9.,311.57
2018. march 12.,311.72
2018. march 13.,311.68
2018. march 14.,311.66
2018. march 19.,310.96
2018. march 20.,311.24
2018. march 21.,311.43
2018. march 22.,311.55
2018. march 23.,313.1
2018. march 26.,312.74
2018. march 27.,312.61
2018. march 28.,312.77
2018. march 29.,312.55
2018. april 3.,312.45
2018. april 4.,312.03
2018. april 5.,311.34
2018. april 6.,311.81
2018. april 9.,311.85
2018. april 10.,311.6
2018. april 11.,311.6
2018. april 12.,311.27
2018. april 13.,310.99
2018. april 16.,310.25
2018. april 17.,310.68
2018. april 18.,310.35
2018. april 19.,310.35
2018. april 20.,310.49
2018. april 23.,311.18
2018. april 24.,312.55
2018. april 25.,312.89
2018. april 26.,313.33
2018. april 27.,312.62
2018. may 2.,313.84
2018. may 3.,314.23
2018. may 4.,314.4
2018. may 7.,313.89
2018. may 8.,314.53
2018. may 9.,314.71
2018. may 10.,314.41
2018. may 11.,314.49
2018. may 14.,315.15
2018. may 15.,317.26
2018. may 16.,317.19
2018. may 17.,316.35
2018. may 18.,317.33
2018. may 22.,316.65
2018. may 23.,318.8
2018. may 24.,318.87
2018. may 25.,319.61
2018. may 28.,318.97
2018. may 29.,319.88
2018. may 30.,319.31
2018. may 31.,318.88
2018. june 1.,319.82
2018. june 4.,319.08
2018. june 5.,318.66
2018. june 6.,318.94
2018. june 7.,317.3
2018. june 8.,319.8
2018. june 11.,320.87
2018. june 12.,321.72
2018. june 13.,320.43
2018. june 14.,321.39
2018. june 15.,323.37
2018. june 18.,322.65
2018. june 19.,324.33
2018. june 20.,323.09
2018. june 21.,326.17
2018. june 22.,324.53
2018. june 25.,324.72
2018. june 26.,325.58
2018. june 27.,327.25
2018. june 28.,328.1
2018. june 29.,328.6
2018. july 2.,330.04
2018. july 3.,328.01
2018. july 4.,326.48
2018. july 5.,324.24
2018. july 6.,324.16
2018. july 9.,322.76
2018. july 10.,325.32
2018. july 11.,324.62
2018. july 12.,325.2
2018. july 13.,324.58
2018. july 16.,322.04
2018. july 17.,322.84
2018. july 18.,323.89
2018. july 19.,325.15
2018. july 20.,325.91
2018. july 23.,325.97
2018. july 24.,326.84
2018. july 25.,325.64
2018. july 26.,324.26
2018. july 27.,323.26
2018. july 30.,322.28
2018. july 31.,321.31
2018. august 1.,321.21
2018. august 2.,321.5
2018. august 3.,321.17
2018. august 6.,320.2
2018. august 7.,319.56
2018. august 8.,319.36
2018. august 9.,320.08
2018. august 10.,322.6
2018. august 13.,324.16
2018. august 14.,323.36
2018. august 15.,323.29
2018. august 16.,323.81
2018. august 17.,323.53
2018. august 21.,323.33
2018. august 22.,322.93
2018. august 23.,324.17
2018. august 24.,324.25
2018. august 27.,323.94
2018. august 28.,323.74
2018. august 29.,324.84
2018. august 30.,326.53
2018. august 31.,326.45
